Index,UsingIP,LongURL,ShortURL,Symbol@,Redirecting//,PrefixSuffix-,SubDomains,HTTPS,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,WebsiteTraffic,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,class
1,0.8204381441635414,-0.8742869572003843,0.4050871395701564,-0.17552806259704828,-0.3745630790028758,-3.4415067258787486,0.6285630914992242,-0.22464448363137923,-0.549716308544429,1.0376795407302604,-1.3788881499954946,4.620016704820054,-2.3019144676072694,-0.9910173361055483,1.4421991905898814,2.455301790545077,0.12481558771615764,1.2334923602572498,1.6705900778710698,-2.1300106906285636,-2.3065382787643895,-2.437648010006518,-0.5686423109401264,-5.7777244802717505,-2.096914179225179,-1.2508482864598691,3.0841593939851837,2.365675908476266,-3.1685277851763627,0.5087407198072074,1
2,0.3209859692714158,0.43457850096541834,6.135200875858823,-1.5117465380881643,-1.1422542462562655,24.45096873570526,-3.3629196304464397,1.9595439855547263,0.007598415142623605,1.459329651601532,1.288016245470045,9.119792179943783,7.42534179450529,-0.22333436943410231,-8.609541012382486,0.489633582284802,6.449017252942575,1.6504934991752598,-6.715164686482114,8.797066655678893,-3.835460153564149,-5.842580010100907,-0.7713772263396093,14.70674043945511,2.2068049320544696,4.095132711387389,-3.2915079892511607,-1.3023108766509122,5.5235027554843965,-0.6522631837437548,0
3,1.1034975012723258,0.18088362456584986,1.4988726459457653,1.3675257539154317,-4.427401416401904,5.468545824116302,0.5479827178414043,-0.19838162062353293,-3.0287485992887566,0.867153129040598,-1.1540875628768994,0.3268665895144065,3.4240066361290262,-0.7246173885496873,2.6191983006884625,-3.9794655845862836,0.9792405987720506,2.678552383690782,2.2336442358183417,-0.9502879799882286,-1.9626413728254963,-1.122828215152964,0.3125248158232605,-4.410438455808137,-1.485295181782108,1.799835364444566,4.081970205349841,2.657932184107262,3.9014759966533394,0.09693362573073926,0
4,-0.8929905170802298,0.5979486139927381,2.108841568014452,-0.3096887692908779,-3.1061292906822935,6.412096255770129,-2.4558143871840743,-0.457459435272646,0.7216200541767728,-0.06779753777992059,1.5089119386270364,0.8533658754788478,0.05410045468618563,-0.6428078002379078,5.435983166960842,-6.201171183961188,1.0280484978806683,-4.008275381400756,2.9689077909489026,3.4300134602763777,-3.8555509043181813,-1.2175889390700023,-0.7834903416750496,-15.66447351011022,0.011996068938586246,-1.2060984326823574,3.5954043516448717,-3.0381745493943324,3.472453865595767,-1.2258637713038287,0
5,-0.8128104895617866,-0.07571440360775782,0.9684698121033649,0.6453846717568814,2.270142527299955,8.139022783588588,1.305263644213679,0.01916778923422946,4.773882257279026,2.2051873001591,-6.784248089129113,2.1497365264164507,1.023996986617409,0.007431802439666953,-2.703539754712172,-1.4225120931546562,0.7176573138111403,4.020306303798152,-3.7345025698963785,1.938899371336535,5.205440372571419,-0.08934613049303786,-1.6176638046330563,13.000113675187391,-0.9839480658825546,-1.7498214345453627,-3.213742074573208,-2.579807411671771,-5.407789275658421,0.23837740484116443,0
6,-0.18983512806346253,1.1051135432740902,4.87819949502491,-1.1559097824245792,-5.375811244688863,10.932014354283801,0.6955206394114457,1.454859488993721,1.4956398955113261,-0.9492134807566824,-1.1854247159009041,1.9776562337059782,1.4516599998260413,0.24344071424013,2.8713718115400773,0.47387020950340975,-3.3360469365937724,1.1675366867983668,-2.8618077193923503,3.8281756218122487,-0.857469636396768,-0.6576761147284045,-0.620175623514756,7.017164417867685,-0.26765577000555346,1.5262179659418003,-0.07514768889219114,0.9360775824511243,1.621020761238321,0.22532517954050518,1
7,-0.21782581483173696,-1.844216703867239,1.1154335001725757,0.6150376277610444,-2.4531504543092346,10.04805513705668,-2.620812787606755,-1.7098209987253807,-3.3162614760795046,0.11566101761041994,-1.3995869761449309,-2.7846254436874527,2.244759154235079,-0.10816524653459693,1.578452148527937,-4.892763336941194,1.7610926557133322,-0.7523149429051141,0.8987034216519558,3.2762172871875412,-2.799235086533331,-2.019132100677531,0.8650344806320929,-5.018318901977651,0.048163691137194334,-0.4826324118114391,4.545417673787146,-3.261871161403085,3.7204132691133274,-0.7485632200938773,0
8,0.38090883364160294,-0.42028207472988716,1.269827215813082,-1.8418395745742793,-3.092403657796143,-1.0004057007229799,1.4058581379983752,-3.123904869955273,-4.233611134403574,0.16923956342639174,-1.2406012693719632,-2.673931344953123,0.4448358938578538,-1.5703491315448055,-3.957348892190249,-0.5486699234002348,2.12806648296472,0.05274908318941862,-4.211061649334198,-2.0412848396360332,-2.46597611945353,0.6184226310121479,-0.900991897570923,0.8998291822134457,-0.5354062587449706,-0.10374748046502125,-0.5178921574910451,-1.0033698794465664,3.2402830898270296,1.2915044056340443,1
9,-0.02097995741445105,-1.2779131065564704,-1.9933378885984334,-0.6189081246215511,-1.6054693202707395,10.389416802133276,0.3062572585861971,7.07008425276798,2.0617019008625963,-2.4202174714597056,5.443695779289577,-3.552485140445076,-1.5223088925581905,-0.025675260354486758,1.731108485980527,-0.030736111494409135,-2.249707528928101,4.311577084528524,0.02275622256773846,2.5849338308550927,-1.8422388039638786,-2.9443747300436494,-1.4997148109085592,6.307829485223736,0.9182308804777409,4.594330002599868,-1.1683387567080872,-1.310115299000301,0.00016962753496052585,-0.5181652898279008,1
10,1.339396122439157,-0.8809525834765903,-0.20946759889823008,0.14165790312128204,1.7358108130731336,-11.175121694365703,0.28336673981950944,3.0408604299715036,-2.1265404662675866,0.26098385001607055,4.327762782330774,1.247430199931948,-0.8412040758310737,0.15746924233453652,1.4406336079847786,0.21729865312376573,2.773167172406752,3.0169048497493867,-4.190860969282383,-4.357205542465509,-2.633022821895681,1.669214140269081,0.16069560865691823,-3.303054007930448,-0.9533004704344341,-5.387468430804418,-2.2428026855873484,1.4774576028843027,1.0736795090805407,0.32187038238305715,0
